title,author,description,code,genre,cover_url
Tales of Terror and Mystery,Arthur Conan Doyle,"Horror books are a genre of literature that aims to evoke fear, suspense, and a sense of dread in readers. They often feature elements of the supernatural, the macabre, or psychological terror. Horror books can range from classic tales like ""Dracula"" by Bram Stoker to contemporary works like Stephen King's ""The Shining."" They are designed to entertain and thrill readers with spine-chilling narratives and unsettling themes.",HO000003,horror,https://covers.openlibrary.org/b/olid/OL24221283M-M.jpg
The Beetle,Richard Marsh,"Horror books are a genre of literature that aims to evoke fear, suspense, and a sense of dread in readers. They often feature elements of the supernatural, the macabre, or psychological terror. Horror books can range from classic tales like ""Dracula"" by Bram Stoker to contemporary works like Stephen King's ""The Shining."" They are designed to entertain and thrill readers with spine-chilling narratives and unsettling themes.",HO000004,horror,https://covers.openlibrary.org/b/olid/OL24325876M-M.jpg
The Eye of Osiris: A Detective Story,R. Austin Freeman,"Horror books are a genre of literature that aims to evoke fear, suspense, and a sense of dread in readers. They often feature elements of the supernatural, the macabre, or psychological terror. Horror books can range from classic tales like ""Dracula"" by Bram Stoker to contemporary works like Stephen King's ""The Shining."" They are designed to entertain and thrill readers with spine-chilling narratives and unsettling themes.",HO000005,horror,https://covers.openlibrary.org/b/olid/OL35742699M-M.jpg
Uncle Silas: a tale of Bartram-Haugh,Joseph Sheridan Le Fanu,"Horror books are a genre of literature that aims to evoke fear, suspense, and a sense of dread in readers. They often feature elements of the supernatural, the macabre, or psychological terror. Horror books can range from classic tales like ""Dracula"" by Bram Stoker to contemporary works like Stephen King's ""The Shining."" They are designed to entertain and thrill readers with spine-chilling narratives and unsettling themes.",HO000006,horror,https://covers.openlibrary.org/b/olid/OL7115788M-M.jpg
The Island of Dr. Moreau,H. G. Wells,"Horror books are a genre of literature that aims to evoke fear, suspense, and a sense of dread in readers. They often feature elements of the supernatural, the macabre, or psychological terror. Horror books can range from classic tales like ""Dracula"" by Bram Stoker to contemporary works like Stephen King's ""The Shining."" They are designed to entertain and thrill readers with spine-chilling narratives and unsettling themes.",HO000007,horror,https://covers.openlibrary.org/b/olid/OL7038266M-M.jpg
Poems,Percy Bysshe Shelley,"Horror books are a genre of literature that aims to evoke fear, suspense, and a sense of dread in readers. They often feature elements of the supernatural, the macabre, or psychological terror. Horror books can range from classic tales like ""Dracula"" by Bram Stoker to contemporary works like Stephen King's ""The Shining."" They are designed to entertain and thrill readers with spine-chilling narratives and unsettling themes.",HO000008,horror,https://covers.openlibrary.org/b/olid/OL14034906M-M.jpg
Carrie,Stephen King,"Horror books are a genre of literature that aims to evoke fear, suspense, and a sense of dread in readers. They often feature elements of the supernatural, the macabre, or psychological terror. Horror books can range from classic tales like ""Dracula"" by Bram Stoker to contemporary works like Stephen King's ""The Shining."" They are designed to entertain and thrill readers with spine-chilling narratives and unsettling themes.",HO000009,horror,https://covers.openlibrary.org/b/olid/OL29484574M-M.jpg
Misery,Stephen King,"Horror books are a genre of literature that aims to evoke fear, suspense, and a sense of dread in readers. They often feature elements of the supernatural, the macabre, or psychological terror. Horror books can range from classic tales like ""Dracula"" by Bram Stoker to contemporary works like Stephen King's ""The Shining."" They are designed to entertain and thrill readers with spine-chilling narratives and unsettling themes.",HO000010,horror,https://covers.openlibrary.org/b/olid/OL32364524M-M.jpg
The Shining,Stephen King,"Horror books are a genre of literature that aims to evoke fear, suspense, and a sense of dread in readers. They often feature elements of the supernatural, the macabre, or psychological terror. Horror books can range from classic tales like ""Dracula"" by Bram Stoker to contemporary works like Stephen King's ""The Shining."" They are designed to entertain and thrill readers with spine-chilling narratives and unsettling themes.",HO000011,horror,https://covers.openlibrary.org/b/olid/OL22312685M-M.jpg
Interview With the Vampire,Anne Rice,"Horror books are a genre of literature that aims to evoke fear, suspense, and a sense of dread in readers. They often feature elements of the supernatural, the macabre, or psychological terror. Horror books can range from classic tales like ""Dracula"" by Bram Stoker to contemporary works like Stephen King's ""The Shining."" They are designed to entertain and thrill readers with spine-chilling narratives and unsettling themes.",HO000012,horror,https://covers.openlibrary.org/b/olid/OL9592757M-M.jpg
House on the Borderland,William Hope Hodgson,"Horror books are a genre of literature that aims to evoke fear, suspense, and a sense of dread in readers. They often feature elements of the supernatural, the macabre, or psychological terror. Horror books can range from classic tales like ""Dracula"" by Bram Stoker to contemporary works like Stephen King's ""The Shining."" They are designed to entertain and thrill readers with spine-chilling narratives and unsettling themes.",HO000013,horror,https://covers.openlibrary.org/b/olid/OL44129748M-M.jpg
Salem's Lot,Stephen King,"Horror books are a genre of literature that aims to evoke fear, suspense, and a sense of dread in readers. They often feature elements of the supernatural, the macabre, or psychological terror. Horror books can range from classic tales like ""Dracula"" by Bram Stoker to contemporary works like Stephen King's ""The Shining."" They are designed to entertain and thrill readers with spine-chilling narratives and unsettling themes.",HO000014,horror,https://covers.openlibrary.org/b/olid/OL28273194M-M.jpg
Pet Sematary,Stephen King,"Horror books are a genre of literature that aims to evoke fear, suspense, and a sense of dread in readers. They often feature elements of the supernatural, the macabre, or psychological terror. Horror books can range from classic tales like ""Dracula"" by Bram Stoker to contemporary works like Stephen King's ""The Shining."" They are designed to entertain and thrill readers with spine-chilling narratives and unsettling themes.",HO000015,horror,https://covers.openlibrary.org/b/olid/OL33965435M-M.jpg
"Remains, historical & literary, connected with the palatine counties of Lancaster and Chester","Chetham Society, Manchester, Eng.","Literature books encompass a wide range of fictional and non-fictional works that explore human experiences, emotions, and cultural themes. They often prioritize literary quality and artistic expression.",LIT00001,literature,https://covers.openlibrary.org/b/olid/OL7062724M-M.jpg
Eugenics and Other Evils,Gilbert Keith Chesterton,"Literature books encompass a wide range of fictional and non-fictional works that explore human experiences, emotions, and cultural themes. They often prioritize literary quality and artistic expression.",LIT00002,literature,https://covers.openlibrary.org/b/olid/OL24174140M-M.jpg
Das SchloÃŸ,Franz Kafka,"Literature books encompass a wide range of fictional and non-fictional works that explore human experiences, emotions, and cultural themes. They often prioritize literary quality and artistic expression.",LIT00003,literature,https://archive.org/services/img/castle01kafk
The Street of Seven Stars,Mary Roberts Rinehart,"Literature books encompass a wide range of fictional and non-fictional works that explore human experiences, emotions, and cultural themes. They often prioritize literary quality and artistic expression.",LIT00004,literature,https://covers.openlibrary.org/b/olid/OL25555545M-M.jpg
The uncommercial traveller,Charles Dickens,"Literature books encompass a wide range of fictional and non-fictional works that explore human experiences, emotions, and cultural themes. They often prioritize literary quality and artistic expression.",LIT00005,literature,https://covers.openlibrary.org/b/olid/OL39909877M-M.jpg
Paul et Virginie,Bernardin de Saint-Pierre,"Literature books encompass a wide range of fictional and non-fictional works that explore human experiences, emotions, and cultural themes. They often prioritize literary quality and artistic expression.",LIT00006,literature,https://covers.openlibrary.org/b/olid/OL24239564M-M.jpg
The Talmud of Babylonia,Jacob Neusner,"Literature books encompass a wide range of fictional and non-fictional works that explore human experiences, emotions, and cultural themes. They often prioritize literary quality and artistic expression.",LIT00007,literature,https://covers.openlibrary.org/b/olid/OL12024654M-M.jpg
Martin Eden,Jack London,"Literature books encompass a wide range of fictional and non-fictional works that explore human experiences, emotions, and cultural themes. They often prioritize literary quality and artistic expression.",LIT00008,literature,https://covers.openlibrary.org/b/olid/OL25311903M-M.jpg
The Evil Shepherd,Edward Phillips Oppenheim,"Literature books encompass a wide range of fictional and non-fictional works that explore human experiences, emotions, and cultural themes. They often prioritize literary quality and artistic expression.",LIT00009,literature,https://covers.openlibrary.org/b/olid/OL7114756M-M.jpg
Paradiso,Dante Alighieri,"Literature books encompass a wide range of fictional and non-fictional works that explore human experiences, emotions, and cultural themes. They often prioritize literary quality and artistic expression.",LIT00010,literature,https://covers.openlibrary.org/b/olid/OL17990685M-M.jpg
El conde Lucanor,Don Juan Manuel,"Literature books encompass a wide range of fictional and non-fictional works that explore human experiences, emotions, and cultural themes. They often prioritize literary quality and artistic expression.",LIT00011,literature,https://covers.openlibrary.org/b/olid/OL25671101M-M.jpg
PMP Project Management Professional Exam Certification Kit,Kim Heldman,"Management books provide insights and strategies for effective leadership, organizational development, and business management, aimed at helping professionals enhance their management skills.",MAN00001,management,https://covers.openlibrary.org/b/olid/OL27370539M-M.jpg
Principles of emergency management and emergency operations centers (EOC),Michael J. Fagel,"Management books provide insights and strategies for effective leadership, organizational development, and business management, aimed at helping professionals enhance their management skills.",MAN00002,management,https://covers.openlibrary.org/b/olid/OL25572655M-M.jpg
Managing and Marketing Tourist Destinations,Metin Kozak,"Management books provide insights and strategies for effective leadership, organizational development, and business management, aimed at helping professionals enhance their management skills.",MAN00003,management,https://covers.openlibrary.org/b/olid/OL28769707M-M.jpg
Further up the organisation,"Townsend, Robert","Management books provide insights and strategies for effective leadership, organizational development, and business management, aimed at helping professionals enhance their management skills.",MAN00004,management,https://covers.openlibrary.org/b/olid/OL2408368M-M.jpg
Tolley's Handbook of Disaster and Emergency Management,Tony Moore,"Management books provide insights and strategies for effective leadership, organizational development, and business management, aimed at helping professionals enhance their management skills.",MAN00005,management,https://covers.openlibrary.org/b/olid/OL7477553M-M.jpg
Advances in Production Management Systems. Competitive Manufacturing for Innovative Products and Services,Christos Emmanouilidis,"Management books provide insights and strategies for effective leadership, organizational development, and business management, aimed at helping professionals enhance their management skills.",MAN00006,management,https://covers.openlibrary.org/b/olid/OL28017035M-M.jpg
Essentials of Human Resource Management,Shaun Tyson,"Management books provide insights and strategies for effective leadership, organizational development, and business management, aimed at helping professionals enhance their management skills.",MAN00007,management,https://covers.openlibrary.org/b/olid/OL28741334M-M.jpg
Fundamentals of Human Resource Management,Robert N. Lussier,"Management books provide insights and strategies for effective leadership, organizational development, and business management, aimed at helping professionals enhance their management skills.",MAN00008,management,https://covers.openlibrary.org/b/olid/OL27435248M-M.jpg
Range management,Jerry Holechek,"Management books provide insights and strategies for effective leadership, organizational development, and business management, aimed at helping professionals enhance their management skills.",MAN00009,management,https://covers.openlibrary.org/b/olid/OL2046080M-M.jpg
Data mining,Jiawei Han,"Management books provide insights and strategies for effective leadership, organizational development, and business management, aimed at helping professionals enhance their management skills.",MAN00010,management,https://covers.openlibrary.org/b/olid/OL39485339M-M.jpg
Concerning children,Charlotte Perkins Gilman,"Management books provide insights and strategies for effective leadership, organizational development, and business management, aimed at helping professionals enhance their management skills.",MAN00011,management,https://covers.openlibrary.org/b/olid/OL24186015M-M.jpg
"Educational administration: theory, research, and practice",Wayne K. Hoy,"Management books provide insights and strategies for effective leadership, organizational development, and business management, aimed at helping professionals enhance their management skills.",MAN00012,management,https://covers.openlibrary.org/b/olid/OL4269773M-M.jpg
Risk avoidance for the building team,Basil Sawczuk,"Management books provide insights and strategies for effective leadership, organizational development, and business management, aimed at helping professionals enhance their management skills.",MAN00013,management,https://covers.openlibrary.org/b/olid/OL1015800M-M.jpg
Introducing Computers,Robert H. Blissmer,"Programming books are educational resources that teach computer programming languages, coding techniques, and software development concepts for programmers and developers.",PG000001,programming,https://covers.openlibrary.org/b/olid/OL7619398M-M.jpg
The C Programming Language,Brian W. Kernighan,"Programming books are educational resources that teach computer programming languages, coding techniques, and software development concepts for programmers and developers.",PG000002,programming,https://covers.openlibrary.org/b/olid/OL21056987M-M.jpg
Big Java,Cay S. Horstmann,"Programming books are educational resources that teach computer programming languages, coding techniques, and software development concepts for programmers and developers.",PG000003,programming,https://covers.openlibrary.org/b/olid/OL22371298M-M.jpg
Java software solutions,"Lewis, John","Programming books are educational resources that teach computer programming languages, coding techniques, and software development concepts for programmers and developers.",PG000004,programming,https://covers.openlibrary.org/b/olid/OL24211287M-M.jpg
Your Office,Amy Kinser,"Programming books are educational resources that teach computer programming languages, coding techniques, and software development concepts for programmers and developers.",PG000005,programming,https://covers.openlibrary.org/b/olid/OL28774186M-M.jpg
C++,Herbert Schildt,"Programming books are educational resources that teach computer programming languages, coding techniques, and software development concepts for programmers and developers.",PG000006,programming,https://covers.openlibrary.org/b/olid/OL22270308M-M.jpg
Glencoe Keyboarding Connections,McGraw-Hill,"Programming books are educational resources that teach computer programming languages, coding techniques, and software development concepts for programmers and developers.",PG000007,programming,https://covers.openlibrary.org/b/olid/OL7309382M-M.jpg
Learning Perl,Randal L. Schwartz,"Programming books are educational resources that teach computer programming languages, coding techniques, and software development concepts for programmers and developers.",PG000008,programming,https://covers.openlibrary.org/b/olid/OL1204776M-M.jpg
Criminal justice internships,Gary R. Gordon,"Programming books are educational resources that teach computer programming languages, coding techniques, and software development concepts for programmers and developers.",PG000009,programming,https://covers.openlibrary.org/b/olid/OL2229366M-M.jpg
Advances in visual computing,George Bebis,"Programming books are educational resources that teach computer programming languages, coding techniques, and software development concepts for programmers and developers.",PG000010,programming,https://covers.openlibrary.org/b/olid/OL9056158M-M.jpg
Unix System V/386 Release 4,American Telephone and Telegraph Company,"Programming books are educational resources that teach computer programming languages, coding techniques, and software development concepts for programmers and developers.",PG000011,programming,https://covers.openlibrary.org/b/olid/OL9300144M-M.jpg
Unlimited power,Anthony Robbins,"Programming books are educational resources that teach computer programming languages, coding techniques, and software development concepts for programmers and developers.",PG000012,programming,https://covers.openlibrary.org/b/olid/OL2717011M-M.jpg
Unix System V Release 4: Programmer's Guide,American Telephone and Telegraph Company,"Programming books are educational resources that teach computer programming languages, coding techniques, and software development concepts for programmers and developers.",PG000013,programming,https://covers.openlibrary.org/b/olid/OL1982849M-M.jpg
Unix System V Release 4,American Telephone and Telegraph Company,"Programming books are educational resources that teach computer programming languages, coding techniques, and software development concepts for programmers and developers.",PG000014,programming,https://covers.openlibrary.org/b/olid/OL9300017M-M.jpg
Learning Python,Mark Lutz,"Programming books are educational resources that teach computer programming languages, coding techniques, and software development concepts for programmers and developers.",PG000015,programming,https://covers.openlibrary.org/b/olid/OL6804857M-M.jpg
Core Java 2.,Cay S. Horstmann,"Programming books are educational resources that teach computer programming languages, coding techniques, and software development concepts for programmers and developers.",PG000016,programming,https://covers.openlibrary.org/b/olid/OL16957240M-M.jpg
IEEE standard for information technology,Institute of Electrical and Electronics ...,"Programming books are educational resources that teach computer programming languages, coding techniques, and software development concepts for programmers and developers.",PG000017,programming,https://covers.openlibrary.org/b/olid/OL22193901M-M.jpg
Starting Out with C++,Tony Gaddis,"Programming books are educational resources that teach computer programming languages, coding techniques, and software development concepts for programmers and developers.",PG000018,programming,https://covers.openlibrary.org/b/olid/OL28185242M-M.jpg
Pascal,Douglas W. Nance,"Programming books are educational resources that teach computer programming languages, coding techniques, and software development concepts for programmers and developers.",PG000019,programming,https://covers.openlibrary.org/b/olid/OL1111849M-M.jpg
DOS,Kris A. Jamsa,"Programming books are educational resources that teach computer programming languages, coding techniques, and software development concepts for programmers and developers.",PG000020,programming,https://covers.openlibrary.org/b/olid/OL20957659M-M.jpg
Departmental report,Great Britain. Department of Health,"Programming books are educational resources that teach computer programming languages, coding techniques, and software development concepts for programmers and developers.",PG000021,programming,https://covers.openlibrary.org/b/olid/OL39208726M-M.jpg
One Scandalous Christmas Eve,Susan Stephens,"Romance books focus on love, relationships, and emotional connections between characters. They often include themes of passion, desire, and romantic adventures.",RO000001,romance,https://covers.openlibrary.org/b/olid/OL32280448M-M.jpg
The Texan's Truth,Jolene Navarro,"Romance books focus on love, relationships, and emotional connections between characters. They often include themes of passion, desire, and romantic adventures.",RO000002,romance,https://covers.openlibrary.org/b/olid/OL32291636M-M.jpg
A Plan for Her Future,Lois Richer,"Romance books focus on love, relationships, and emotional connections between characters. They often include themes of passion, desire, and romantic adventures.",RO000003,romance,https://covers.openlibrary.org/b/olid/OL32396861M-M.jpg
His Dry Creek Legacy,Janet Tronstad,"Romance books focus on love, relationships, and emotional connections between characters. They often include themes of passion, desire, and romantic adventures.",RO000004,romance,https://covers.openlibrary.org/b/olid/OL32643695M-M.jpg
Keeping Faith,Hannah Alexander,"Romance books focus on love, relationships, and emotional connections between characters. They often include themes of passion, desire, and romantic adventures.",RO000005,romance,https://covers.openlibrary.org/b/olid/OL29671811M-M.jpg
Marlie's mystery man,Doris Rangel,"Romance books focus on love, relationships, and emotional connections between characters. They often include themes of passion, desire, and romantic adventures.",RO000006,romance,https://covers.openlibrary.org/b/olid/OL3386627M-M.jpg
The Italian's Baby,Lucy Gordon,"Romance books focus on love, relationships, and emotional connections between characters. They often include themes of passion, desire, and romantic adventures.",RO000007,romance,https://covers.openlibrary.org/b/olid/OL10280126M-M.jpg
My Name Is Nell,Laura Abbot,"Romance books focus on love, relationships, and emotional connections between characters. They often include themes of passion, desire, and romantic adventures.",RO000008,romance,https://covers.openlibrary.org/b/olid/OL3387747M-M.jpg
The Raven and the Rose,Susan Wiggs,"Romance books focus on love, relationships, and emotional connections between characters. They often include themes of passion, desire, and romantic adventures.",RO000009,romance,https://covers.openlibrary.org/b/olid/OL7286800M-M.jpg
Hero's Sweetheart,Cheryl Wyatt,"Romance books focus on love, relationships, and emotional connections between characters. They often include themes of passion, desire, and romantic adventures.",RO000010,romance,https://covers.openlibrary.org/b/olid/OL29724569M-M.jpg
Proof of Their Forbidden Night,Chantelle Shaw,"Romance books focus on love, relationships, and emotional connections between characters. They often include themes of passion, desire, and romantic adventures.",RO000011,romance,https://covers.openlibrary.org/b/olid/OL32442131M-M.jpg
Demanding His Billion-Dollar Heir,Pippa Roscoe,"Romance books focus on love, relationships, and emotional connections between characters. They often include themes of passion, desire, and romantic adventures.",RO000012,romance,https://covers.openlibrary.org/b/olid/OL32312533M-M.jpg
Marrying His Runaway Heiress,Therese Beharrie,"Romance books focus on love, relationships, and emotional connections between characters. They often include themes of passion, desire, and romantic adventures.",RO000013,romance,https://covers.openlibrary.org/b/olid/OL32335342M-M.jpg
Star Wars - Darth Maul - Shadow Hunter,Michael Reaves,"Science fiction books explore imaginative and speculative concepts often set in futuristic or otherworldly settings. They delve into scientific, technological, and societal what-ifs.",SF000001,science_fiction,https://covers.openlibrary.org/b/olid/OL6800224M-M.jpg
Excession,Iain M. Banks,"Science fiction books explore imaginative and speculative concepts often set in futuristic or otherworldly settings. They delve into scientific, technological, and societal what-ifs.",SF000002,science_fiction,https://covers.openlibrary.org/b/olid/OL993155M-M.jpg
The Warrior Apprentice,Lois McMaster Bujold,"Science fiction books explore imaginative and speculative concepts often set in futuristic or otherworldly settings. They delve into scientific, technological, and societal what-ifs.",SF000003,science_fiction,https://covers.openlibrary.org/b/olid/OL7661251M-M.jpg
The ugly little boy,Isaac Asimov,"Science fiction books explore imaginative and speculative concepts often set in futuristic or otherworldly settings. They delve into scientific, technological, and societal what-ifs.",SF000004,science_fiction,https://covers.openlibrary.org/b/olid/OL47807155M-M.jpg
Counter-clock world,Philip K. Dick,"Science fiction books explore imaginative and speculative concepts often set in futuristic or otherworldly settings. They delve into scientific, technological, and societal what-ifs.",SF000005,science_fiction,https://archive.org/services/img/counterclockworl00dick_264
"Soldier, Ask Not",Gordon R. Dickson,"Science fiction books explore imaginative and speculative concepts often set in futuristic or otherworldly settings. They delve into scientific, technological, and societal what-ifs.",SF000006,science_fiction,https://covers.openlibrary.org/b/olid/OL7526660M-M.jpg
Star Wars - Jedi Academy Trilogy - Jedi Search,Kevin J. Anderson,"Science fiction books explore imaginative and speculative concepts often set in futuristic or otherworldly settings. They delve into scientific, technological, and societal what-ifs.",SF000007,science_fiction,https://covers.openlibrary.org/b/olid/OL7826772M-M.jpg
Nightfall and Other Stories,Isaac Asimov,"Science fiction books explore imaginative and speculative concepts often set in futuristic or otherworldly settings. They delve into scientific, technological, and societal what-ifs.",SF000008,science_fiction,https://covers.openlibrary.org/b/olid/OL42541705M-M.jpg
The Windup Girl,Paolo Bacigalupi,"Science fiction books explore imaginative and speculative concepts often set in futuristic or otherworldly settings. They delve into scientific, technological, and societal what-ifs.",SF000009,science_fiction,https://covers.openlibrary.org/b/olid/OL26502506M-M.jpg
"Alas, Babylon",Pat Frank,"Science fiction books explore imaginative and speculative concepts often set in futuristic or otherworldly settings. They delve into scientific, technological, and societal what-ifs.",SF000010,science_fiction,https://covers.openlibrary.org/b/olid/OL7824330M-M.jpg
Fevre Dream,George R. R. Martin,"Science fiction books explore imaginative and speculative concepts often set in futuristic or otherworldly settings. They delve into scientific, technological, and societal what-ifs.",SF000011,science_fiction,https://covers.openlibrary.org/b/olid/OL3488071M-M.jpg
Star Wars - Splinter of the Mind's Eye,Alan Dean Foster,"Science fiction books explore imaginative and speculative concepts often set in futuristic or otherworldly settings. They delve into scientific, technological, and societal what-ifs.",SF000012,science_fiction,https://covers.openlibrary.org/b/olid/OL4558013M-M.jpg
Star Trek - Triangle,Sondra Marshak,"Science fiction books explore imaginative and speculative concepts often set in futuristic or otherworldly settings. They delve into scientific, technological, and societal what-ifs.",SF000013,science_fiction,https://covers.openlibrary.org/b/olid/OL24956103M-M.jpg
On Basilisk Station,David Weber,"Science fiction books explore imaginative and speculative concepts often set in futuristic or otherworldly settings. They delve into scientific, technological, and societal what-ifs.",SF000014,science_fiction,https://covers.openlibrary.org/b/olid/OL24966311M-M.jpg
The Peripheral,William F. Gibson,"Science fiction books explore imaginative and speculative concepts often set in futuristic or otherworldly settings. They delve into scientific, technological, and societal what-ifs.",SF000015,science_fiction,https://covers.openlibrary.org/b/olid/OL27164773M-M.jpg
The Ballad of Songbirds and Snakes,Suzanne Collins,"Science fiction books explore imaginative and speculative concepts often set in futuristic or otherworldly settings. They delve into scientific, technological, and societal what-ifs.",SF000016,science_fiction,https://covers.openlibrary.org/b/olid/OL28122267M-M.jpg
Finding Ecohappiness,Sandi Schwartz,"Self-help books offer advice, strategies, and guidance for personal development, self-improvement, and achieving personal goals and well-being.",SH000001,self-help,https://covers.openlibrary.org/b/olid/OL34142220M-M.jpg
Connecting the Dots,Sean Heritage,"Self-help books offer advice, strategies, and guidance for personal development, self-improvement, and achieving personal goals and well-being.",SH000002,self-help,https://covers.openlibrary.org/b/olid/OL34133035M-M.jpg
Living with Hypospadias,John Filippelli,"Self-help books offer advice, strategies, and guidance for personal development, self-improvement, and achieving personal goals and well-being.",SH000003,self-help,https://covers.openlibrary.org/b/olid/OL34224446M-M.jpg
Lemons of Life,Ismael Lara,"Self-help books offer advice, strategies, and guidance for personal development, self-improvement, and achieving personal goals and well-being.",SH000004,self-help,https://covers.openlibrary.org/b/olid/OL34273581M-M.jpg
The Checklist Book,Alexandra Franzen,"Self-help books offer advice, strategies, and guidance for personal development, self-improvement, and achieving personal goals and well-being.",SH000005,self-help,https://covers.openlibrary.org/b/olid/OL33098588M-M.jpg
Clear your past,Lynne D. Finney,"Self-help books offer advice, strategies, and guidance for personal development, self-improvement, and achieving personal goals and well-being.",SH000006,self-help,https://covers.openlibrary.org/b/olid/OL705894M-M.jpg
El Plan del Cisne,Nely Galan,"Self-help books offer advice, strategies, and guidance for personal development, self-improvement, and achieving personal goals and well-being.",SH000007,self-help,https://covers.openlibrary.org/b/olid/OL9236256M-M.jpg
Woman's Book of Strength,Sue Patton Thoele,"Self-help books offer advice, strategies, and guidance for personal development, self-improvement, and achieving personal goals and well-being.",SH000008,self-help,https://covers.openlibrary.org/b/olid/OL35162018M-M.jpg
Upside Down Zen,Susan Murphy,"Self-help books offer advice, strategies, and guidance for personal development, self-improvement, and achieving personal goals and well-being.",SH000009,self-help,https://covers.openlibrary.org/b/olid/OL8308561M-M.jpg
Enneagram,Tina Madison,"Self-help books offer advice, strategies, and guidance for personal development, self-improvement, and achieving personal goals and well-being.",SH000010,self-help,https://covers.openlibrary.org/b/olid/OL35288913M-M.jpg
It's All About Control,Randy W. McDonald,"Self-help books offer advice, strategies, and guidance for personal development, self-improvement, and achieving personal goals and well-being.",SH000011,self-help,https://covers.openlibrary.org/b/olid/OL36661788M-M.jpg
Let's Start a Luvolution,Southern Stardove,"Self-help books offer advice, strategies, and guidance for personal development, self-improvement, and achieving personal goals and well-being.",SH000012,self-help,https://covers.openlibrary.org/b/olid/OL36661792M-M.jpg
The Kill Artist,Daniel Silva,"Thriller books are known for their suspenseful and gripping narratives, often featuring high-stakes situations, mysteries, and intense psychological or action-packed elements.",TH000001,thriller,https://covers.openlibrary.org/b/olid/OL6791595M-M.jpg
The Solomon Curse,Clive Cussler,"Thriller books are known for their suspenseful and gripping narratives, often featuring high-stakes situations, mysteries, and intense psychological or action-packed elements.",TH000002,thriller,https://covers.openlibrary.org/b/olid/OL26605178M-M.jpg
Floating City: a Nicholas Linnear novel,Eric Van Lustbader,"Thriller books are known for their suspenseful and gripping narratives, often featuring high-stakes situations, mysteries, and intense psychological or action-packed elements.",TH000003,thriller,https://covers.openlibrary.org/b/olid/OL22384088M-M.jpg
The visitation,Frank E. Peretti,"Thriller books are known for their suspenseful and gripping narratives, often featuring high-stakes situations, mysteries, and intense psychological or action-packed elements.",TH000004,thriller,https://covers.openlibrary.org/b/olid/OL36813M-M.jpg
Marnie,Winston Graham,"Thriller books are known for their suspenseful and gripping narratives, often featuring high-stakes situations, mysteries, and intense psychological or action-packed elements.",TH000005,thriller,https://covers.openlibrary.org/b/olid/OL5800295M-M.jpg
Adrenaline,Jeff Abbott,"Thriller books are known for their suspenseful and gripping narratives, often featuring high-stakes situations, mysteries, and intense psychological or action-packed elements.",TH000006,thriller,https://covers.openlibrary.org/b/olid/OL28190712M-M.jpg
Hades,Russell Andrews,"Thriller books are known for their suspenseful and gripping narratives, often featuring high-stakes situations, mysteries, and intense psychological or action-packed elements.",TH000007,thriller,https://covers.openlibrary.org/b/olid/OL28989142M-M.jpg
Don't Turn Around,Jessica Barry,"Thriller books are known for their suspenseful and gripping narratives, often featuring high-stakes situations, mysteries, and intense psychological or action-packed elements.",TH000008,thriller,https://covers.openlibrary.org/b/olid/OL28156768M-M.jpg
Girl in the Moon,Terry Goodkind,"Thriller books are known for their suspenseful and gripping narratives, often featuring high-stakes situations, mysteries, and intense psychological or action-packed elements.",TH000009,thriller,https://covers.openlibrary.org/b/olid/OL27816742M-M.jpg
The Stockholm Syndicate,Colin Forbes,"Thriller books are known for their suspenseful and gripping narratives, often featuring high-stakes situations, mysteries, and intense psychological or action-packed elements.",TH000010,thriller,https://covers.openlibrary.org/b/olid/OL4271347M-M.jpg
A Savage Adoration,Penny Jordan,"Thriller books are known for their suspenseful and gripping narratives, often featuring high-stakes situations, mysteries, and intense psychological or action-packed elements.",TH000011,thriller,https://covers.openlibrary.org/b/olid/OL24381749M-M.jpg
The Genesis Code,John Case,"Thriller books are known for their suspenseful and gripping narratives, often featuring high-stakes situations, mysteries, and intense psychological or action-packed elements.",TH000012,thriller,https://covers.openlibrary.org/b/olid/OL672080M-M.jpg
The Book Thief,Markus Zusak," Young adult fiction books are tailored to adolescent readers and tackle themes relevant to their age group, such as coming-of-age, friendship, identity, and family dynamics.",YAF00001,young_adult_fiction,https://covers.openlibrary.org/b/olid/OL32728761M-M.jpg
Looking for Alaska,John Green," Young adult fiction books are tailored to adolescent readers and tackle themes relevant to their age group, such as coming-of-age, friendship, identity, and family dynamics.",YAF00002,young_adult_fiction,https://covers.openlibrary.org/b/olid/OL32769580M-M.jpg
AstÃ©rix et les Goths,RenÃ© Goscinny," Young adult fiction books are tailored to adolescent readers and tackle themes relevant to their age group, such as coming-of-age, friendship, identity, and family dynamics.",YAF00003,young_adult_fiction,https://covers.openlibrary.org/b/olid/OL10616969M-M.jpg
The Hate U Give,Angie Thomas," Young adult fiction books are tailored to adolescent readers and tackle themes relevant to their age group, such as coming-of-age, friendship, identity, and family dynamics.",YAF00004,young_adult_fiction,https://covers.openlibrary.org/b/olid/OL32466621M-M.jpg
AstÃ©rix chez les HelvÃ¨tes,RenÃ© Goscinny," Young adult fiction books are tailored to adolescent readers and tackle themes relevant to their age group, such as coming-of-age, friendship, identity, and family dynamics.",YAF00005,young_adult_fiction,https://covers.openlibrary.org/b/olid/OL24200704M-M.jpg
